"";"cargo";"Nome";"Nome_urna";"Partido";"Coligacao";"Profissao";"idade";"sexo";"grau_inst";"estado_civil";"cor";"status_eleitoral"
"6979";"VEREADOR";"IÊDA JAQUELINE DIAS";"IÊDA DIAS";"PSDB";"PP / PSDB / PTB / PT";"PROFESSOR DE ENSINO FUNDAMENTAL";41;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"6980";"VEREADOR";"INÁCIA DIAS ALVES";"INÁCIA DIAS";"PP";"PP / PSDB / PTB / PT";"SERVIDOR PÚBLICO CIVIL APOSENTADO";68;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"6981";"VEREADOR";"FRANCISCO JEFFERSON DE SOUSA GADELHA";"DR. JEFFERSON";"PSC";"PMDB / PSC / PSDB / DEM / PR / PMN";"FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL";42;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6982";"VEREADOR";"JEFERSON GOMES DE ALMEIDA";"JEFERSON CABOCLO";"PSC";"PMDB / PSC / PSDB / DEM / PR / PMN";"VIGILANTE";27;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"6983";"VEREADOR";"GILSENIA ALVES DE LIMA";"GILSENIA";"PRB";"PDT / PRB / PSDB / PSB / PTB / PSD";"PROFESSOR DE ENSINO FUNDAMENTAL";38;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6984";"VEREADOR";"IREMAR DA COSTA MENDES";"IREMAR GARI";"PSB";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"SERVIDOR PÚBLICO MUNICIPAL";35;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6985";"VEREADOR";"ISABELLA GOMES BELMIRO DE LIMA";"ISABELLA BELMIRO";"PSL";"PP / PSB / PSL / PSD / PRP / PTB / PR / PRB / PT / PEN / DEM / PPS / PTC / PRTB / PROS / PV";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";30;"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SUPLENTE"
"6986";"VEREADOR";"JOSÉ DIMAS DE ANDRADE";"DIMAS ANDRADE";"PDT";"PDT / PSB";"AGRICULTOR";51;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6987";"VEREADOR";"GISEUDA ALVES DA NOBREGA SILVA";"GISEUDA";"PTC";"PV / PT / PTC / DEM / PTB / PMDB / SD";"EMPRESÁRIO";37;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6988";"VEREADOR";"BRUNO NASCIMENTO RODRIGUES";"BRUNO";"PMDB";"PV / PT / PTC / DEM / PTB / PMDB / SD";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";21;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"6989";"VEREADOR";"EDSON DOS SANTOS LIMA";"DINHO DO SÃO BENTO";"PMB";"PMB / PT do B";"OUTROS";41;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"NÃO ELEITO"
"6990";"VEREADOR";"VAUGRHAN CORNÉLIO DA SILVA SOBRINHO";"VAUGRHAN DA PADARIA";"PT do B";"PSB / DEM / PT do B / PC do B";"COMERCIANTE";27;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"6991";"VEREADOR";"ABILENE PEREIRA DA SILVA MACEDO";"ABILENE";"PSB";"PMDB / PP / PR / PSD / PSB";"SECRETÁRIO E DATILÓGRAFO";37;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"6992";"VEREADOR";"JOSE HILTON DOS SANTOS";"ZÉ PEPÉ";"PP";"PRB / PP / PPS / PHS / PSB";"AGRICULTOR";53;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"INDÍGENA";"SUPLENTE"
"6993";"VEREADOR";"ADIJAILSON COSTA";"TITÉ";"PP";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"EMPRESÁRIO";47;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"6994";"VEREADOR";"RENATA NOBREGA DE OLIVEIRA";"RENATA";"PSD";"PMDB / PSB / PSD / PR / PC do B";"DONA DE CASA";36;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6995";"VEREADOR";"ANTONIELE ANDRIOLA ROLIM NOBREGA";"ANTONIELE";"PMDB";"PMDB / PSB / PSD / PR / PC do B";"AGENTE ADMINISTRATIVO";37;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6996";"VEREADOR";"JOSE MARCONDES ELIDIO DE ANDRADE";"MARCONDES";"PR";"PMDB / PSB / PSD / PR / PC do B";"VEREADOR";42;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"6997";"VEREADOR";"ALZENI CABRAL RODRIGUES";"ALZENI CABRAL";"SD";"PP / SD";"DONA DE CASA";58;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6998";"VEREADOR";"JOAILSON DOS SANTOS ABREU";"COI";"PR";"PMDB / PP / PR / PSD / PSB";"VEREADOR";40;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"6999";"VEREADOR";"SILVIO LIMA DE BRITO";"CHUCHU";"PSB";"PRB / PP / PPS / PHS / PSB";"COMERCIANTE";37;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"INDÍGENA";"ELEITO POR MÉDIA"
"7000";"VEREADOR";"MARCO ANTONIO DE ALBUQUERQUE";"MARCO ALBUQUERQUE";"PT";"PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B";"BANCÁRIO E ECONOMIÁRIO";57;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7001";"VEREADOR";"MAURÍLIO DE MACEDO COSTA";"MAURILHÃO";"PSL";"PSL / PP / PDT / PT / PR / PPS / DEM / PSB / PEN / PT do B";"PROFESSOR DE ENSINO FUNDAMENTAL";51;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7002";"VEREADOR";"MARIA DA GUIA SOARES COSTA";"MARIA DA GUIA";"PSC";"PSC / PRB / PP / PDT / PSD / SD / PMDB / PR / DEM / PSDB";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";61;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7003";"VEREADOR";"MANOEL FRANCISCO DA SILVA FILHO";"NEQUINHO";"PMDB";"PDT / PRB / PMDB / PC do B / PT do B / PTC / PR / DEM / PPS / PSD";"AGRICULTOR";34;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"INDÍGENA";"SUPLENTE"
"7004";"VEREADOR";"JOSENILSON SIMPLÍCIO DE ARAÚJO";"JAILSON ARROCHA O NÓ";"PMDB";"PDT / PRB / PMDB / PC do B / PT do B / PTC / PR / DEM / PPS / PSD";"AGRICULTOR";34;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"INDÍGENA";"SUPLENTE"
"7005";"VEREADOR";"JOSÉ FIRMINO SOBRINHO";"ZEZÃO";"DEM";"DEM";"AGRICULTOR";63;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7006";"VEREADOR";"EDVANIA CORDEIRO FARIAS SILVA";"EDVANIA";"DEM";"DEM";"PROFESSOR DE ENSINO FUNDAMENTAL";37;"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7007";"VEREADOR";"JOSÉ MACILON ALVES MELQUÍADES";"MACILON MELQUÍADES";"PROS";"PMDB / PDT / DEM / PSB / PSD / PROS";"AGRICULTOR";36;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"ELEITO POR QP"
"7008";"VEREADOR";"MARIA DE LOURDES DE OLIVEIRA GOUVEIA";"PASTORA LOURDES GOUVEIA";"PSB";"PMDB / PDT / DEM / PSB / PSD / PROS";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";57;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7009";"VEREADOR";"JOSENILDA AMARO GOUVEIA";"NILDA AMARO";"PDT";"PMDB / PDT / DEM / PSB / PSD / PROS";"AGRICULTOR";34;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7010";"VEREADOR";"ERIBERTO DE SOUZA MACIEL";"ERIBERTO";"PP";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"VEREADOR";57;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"7011";"VEREADOR";"LEANDRO SALES PEREIRA";"LEANDRO SALES";"PT";"PRB / PT / DEM / PSB / PSDB";"SERVIDOR PÚBLICO MUNICIPAL";32;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"7012";"VEREADOR";"CLENILSON MONTEIRO DA SILVA";"CLENILSON";"PR";"PC do B / PR";"AGRICULTOR";38;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR MÉDIA"
"7013";"VEREADOR";"DENIS FLORENCIO DE ANDRADE";"DENIS FLORENCIO";"PR";"PR";"COMERCIANTE";22;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7014";"VEREADOR";"IEDJA POLINEIDE NEVES";"POLINEIDE";"PMDB";"PSDB / PMDB / PSD / PC do B";"PESCADOR";29;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"#NULO#"
"7015";"VEREADOR";"EMANUEL DE LIMA COSTA";"EMANUEL";"PMDB";"PSDB / PMDB / PSD / PC do B";"AGRICULTOR";30;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7016";"VEREADOR";"LUIZ GOMES LEMOS";"LUIZ DO VENTILADOR";"PSOL";"PSOL";"MECÂNICO DE MANUTENÇÃO";48;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"7017";"VEREADOR";"JOSÉ EUDO MINERVINO";"EUDO MINERVINO";"PSOL";"PSOL";"EMPRESÁRIO";43;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"7018";"VEREADOR";"BONEDIS EDUARDO DE SOUZA";"BONEDIS EDUARDO";"DEM";"DEM / PSDB";"OUTROS";41;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7019";"VEREADOR";"JOSE NILDO DE ANDRADE";"ZE NILDO";"DEM";"DEM / PSDB";"OUTROS";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7020";"VEREADOR";"TEMILDA DE FATIMA GAMBARRA NOBREGA MORAIS";"TEMILDA";"DEM";"DEM / PSDB";"OUTROS";58;"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"SUPLENTE"
"7021";"VEREADOR";"JACINTA DE FATIMA SEVERIANO MORAIS";"JACINTA";"DEM";"DEM / PSDB";"PROFESSOR DE ENSINO FUNDAMENTAL";57;"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"SUPLENTE"
"7022";"VEREADOR";"TEREZINHA ALVES DA NOBREGA";"TEREZA";"PSDB";"DEM / PSDB";"OUTROS";49;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7023";"VEREADOR";"OSMAR BATISTA DE SOUZA";"OSMAR";"DEM";"DEM / PSDB / PTB / PC do B";"PROFESSOR DE ENSINO MÉDIO";68;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7024";"VEREADOR";"JOAO CRISOSTONO MOREIRA DANTAS";"JOÃO DANTAS";"PSD";"PSDB / PP / PSD / PHS";"VEREADOR";62;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7025";"VEREADOR";"VANDERLAN TARGINO ALVES";"PROF. TARGINO";"PP";"PSDB / PP / PSD / PHS";"EMPRESÁRIO";46;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7026";"VEREADOR";"MARIA DE LOURDES PORTELA SIMOES";"LURDINHA";"PP";"PSDB / PP / PSD / PHS";"OUTROS";50;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7027";"VEREADOR";"IVAN OLIVEIRA BATISTA";"IVAN BATISTA";"PSDB";"PSDB / PP / PSD / PHS";"VEREADOR";66;"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7028";"VEREADOR";"SABRINA SARMENTO GONÇALVES";"SABRINA";"PP";"PT / PSDB / PDT / PRTB / PP / DEM / PPS";"OUTROS";23;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7029";"VEREADOR";"ISNARD PINHEIRO DANTAS";"ISNÁ";"PSB";"PT do B / PSB / PR";"OUTROS";47;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7030";"VEREADOR";"IRENE SOARES DA SILVA";"IRENE ENFERMEIRA";"PSB";"PSB / PTB / PMDB / PROS / PSDB";"ENFERMEIRO";57;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7031";"VEREADOR";"JOSÉ FLATERNO DE OLIVEIRA FILHO";"FLATERNINHO";"PSB";"PMDB / PSB / PC do B";"AGRICULTOR";23;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"7032";"VEREADOR";"MARIA DAS GRAÇAS DA SILVA SANTOS";"MARIA DE DIASSIS";"PMDB";"PMDB / PTB / PC do B";"DONA DE CASA";52;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7033";"VEREADOR";"MARIA RITA PEREIRA DA SILVA";"MARIA RITA";"PMDB";"PMDB / PTB / PC do B";"AGRICULTOR";43;"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"7034";"VEREADOR";"YOLANDA VIEIRA DA SILVA";"YOLANDA";"PMDB";"PMDB / PTB / PC do B";"AGRICULTOR";43;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7035";"VEREADOR";"ADEMAR CELESTINO DE SANTANA JUNIOR";"PASTOR JUNIOR";"PMN";"PRB / PMN";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"7036";"VEREADOR";"CARLOS SHERLYTON DE LIMA EVANGELISTA";"SHERLYTON";"PMN";"PRB / PMN";"MÚSICO";33;"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"7037";"VEREADOR";"RAQUEL PESSOA DONATO";"RAQUEL PESSOA";"PMN";"PRB / PMN";"ADVOGADO";33;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7038";"VEREADOR";"MARCILIO PEDRO SIQUEIRA FERREIRA";"MARCILIO FERREIRA";"PMN";"PRB / PMN";"EMPRESÁRIO";51;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7039";"VEREADOR";"MARIA ARES MENEZES BARBOSA";"MARA";"PRB";"PRB / PMN";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";58;"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"7040";"VEREADOR";"JOSEÉ GOMES FILHO";"ZEZECA";"PMDB";"PRB / PMDB / PEN / DEM / PSD";"VEREADOR";50;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7041";"VEREADOR";"JOÃO HERCULANO DE ARAÚJO";"JOÃO DA PESCA";"PMDB";"PRB / PMDB / PEN / DEM / PSD";"PESCADOR";39;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7042";"VEREADOR";"LUIZA SILVESTRE FERREIRA PONTES";"LUIZA";"PMDB";"PRB / PMDB / PEN / DEM / PSD";"VEREADOR";38;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7043";"VEREADOR";"MARIA RISOMARIA PEREIRA AGOSTINHO";"PEQUENA";"PMDB";"PRB / PMDB / PEN / DEM / PSD";"AGRICULTOR";19;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7044";"VEREADOR";"FABIANA KARLA FERREIRA DA SILVA";"FABIANA KARLLA";"PT";"PT / PSB";"DONA DE CASA";29;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"NÃO ELEITO"
"7045";"VEREADOR";"ERIBERTO ARAÚJO LEITE";"BETINHO RIBEIRO";"PMDB";"PMDB / PSB";"VEREADOR";50;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7046";"VEREADOR";"FRANCISCO CASIMIRO SOARES DA SILVEIRA";"HOMINHO DE MARCOLINO";"PMDB";"PSDB / PP / PMDB / PSC / PPS";"AGRICULTOR";58;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR MÉDIA"
"7047";"VEREADOR";"VALMIR BENÍCIO DE SÁ";"VALMIR BENÍCIO";"PTN";"PTN / PMN";"POLICIAL MILITAR";49;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7048";"VEREADOR";"JOANA DARC DA SILVA SOARES";"JOANA DO BILHETÃO";"PMN";"PTN / PMN";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";53;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"SUPLENTE"
"7049";"VEREADOR";"BRENDA FÉLIX FERNANDES SOUZA";"BRENDA";"PMN";"PTN / PMN";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";40;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7050";"VEREADOR";"RICARDO JOSE DE LIMA SOUTO";"RICARDÃO";"PDT";"PDT / PTB / DEM / PV";"OUTROS";40;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7051";"VEREADOR";"MARIA LUCIA PINHEIRO DOS SANTOS";"LUCINHA";"PSD";"PSDC / PSDB / PT do B / PSC / PSD";"SERVIDOR PÚBLICO MUNICIPAL";47;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7052";"VEREADOR";"PABLO FARIAS DA SILVA";"PABLO FARIAS";"PP";"PP / SD";"ADVOGADO";31;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7053";"VEREADOR";"RONNIE PETERSON DANTAS VICENTE";"RONNIE PETERSON";"PTN";"REDE / PTN / PMN / PSDB";"SERVIDOR PÚBLICO ESTADUAL";28;"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7054";"VEREADOR";"PAULO ROBERTO DA SILVA LIMA";"PAULO DE FRANÇA";"PSB";"PTB / PSB";"AGRICULTOR";27;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"7055";"VEREADOR";"FRANCISCO JOSÉ DA SILVA";"FIA";"PTB";"PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD";"AGRICULTOR";35;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7056";"VEREADOR";"ALDENISE ALVES DA COSTA";"NINA";"PSB";"PSB";"OUTROS";45;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"7057";"VEREADOR";"MARIA DE FÁTIMA DA SILVA";"FATIMA DE AMARELA";"PT";"PSB / PT / PDT";"SERVIDOR PÚBLICO ESTADUAL";33;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7058";"VEREADOR";"VANDIR TRIGUEIRO DA COSTA";"VANDIR TRIGUEIRO";"PSD";"PSD / PHS / PSDB / PTN";"ENGENHEIRO";51;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7059";"VEREADOR";"JUNIO LEANDRO AZEVEDO DE MACEDO";"JUNIO LEANDRO AGENTE DE SAÚDE";"PT do B";"PT do B / PPS";"AGENTE DE SAÚDE E SANITARISTA";33;"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7060";"VEREADOR";"RAYMUNDO GERALDO TEIXEIRA DE CARVALHO";"RAYMUNDO";"PSD";"PSD / PHS / PSDB / PTN";"ADVOGADO";82;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7061";"VEREADOR";"OTTON FRANCISCO DE SOUZA";"OTTON";"PSC";"PSC / PP / PDT / PTN / PC do B";"COMERCIANTE";34;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7062";"VEREADOR";"ELINÁ FELINTO DE OLIVEIRA";"ELINÁ FELINTO";"PSD";"PSD / PHS / PSDB / PTN";"OUTROS";58;"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"SUPLENTE"
"7063";"VEREADOR";"RISEUDA VIEIRA NUNES";"RISEUDA NUNES";"PP";"PMDB / PSD / PT / PSB / PP / PSDB";"EMPRESÁRIO";57;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"7064";"VEREADOR";"SONNALY ANDRADE XAVIER";"SONNALY XAVIER";"PPS";"PPS / PV";"OUTROS";20;"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"7065";"VEREADOR";"ALCELINA BERNARDO DOS SANTOS";"ALCELINA";"PPS";"PPS / PV";"OUTROS";43;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"7066";"VEREADOR";"LÚCIA DE FÁTIMA QUERINO DOS SANTOS";"LÚCIA QUERINO";"PROS";"PSD / PSDB / PROS";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";43;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7067";"VEREADOR";"ROSINEIDE LINS ANGELO";"NEIDE LINS";"PTC";"PTC / PPL";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";52;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"7068";"VEREADOR";"FRANCISCO DOS SANTOS JÚNIOR";"JUNIOR DA XEROX";"PTC";"PHS / PMB / PPS / PSDB / PTC";"COMERCIANTE";37;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"ELEITO POR QP"
"7069";"VEREADOR";"ALCIDES VITORIANO DA SILVA";"MAGO DA MANGUEIRA";"PSOL";"PSOL / PTN";"AGRICULTOR";47;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"7070";"VEREADOR";"NEUZA NUNES DA CRUZ";"NEUZA DO TÁXI";"PSD";"PSD / PSB / PT do B / PDT / PROS";"TAXISTA";42;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"PRETA";"SUPLENTE"
"7071";"VEREADOR";"JOANA ANACLETO CABRAL";"JOANA ANACLETO CABRAL";"PT do B";"PT do B / PMDB / PT";"OUTROS";48;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"7072";"VEREADOR";"MARIA DAS NEVES GOMES DA SILVA";"NEVINHA";"PMDB";"PMDB / PRB / PSC / SD";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";53;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7073";"VEREADOR";"JOSENILDO PORTO WANDERLEY";"PORTO";"PSL";"PSL / PPL / REDE";"OUTROS";43;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7074";"VEREADOR";"GILMAR BATISTA DA SILVA";"GILMAR BATISTA";"PSL";"PSL / PPL / REDE";"SERVIDOR PÚBLICO ESTADUAL";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"7075";"VEREADOR";"EGRIMÁ DOS SANTOS MÁXIMO";"EGRIMÁ MÁXIMO";"PPL";"PSL / PPL / REDE";"SERVIDOR PÚBLICO MUNICIPAL";44;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"7076";"VEREADOR";"MARIA DAS GRAÇAS RIBEIRO DA SILVA";"GRAÇA RIBEIRO";"PR";"PP / PR / PTB / PSDC";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";55;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
